article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
636935006,636935,Chinchilla,252,Sweater,Garment Upper body,1010026,Other structure,11,Off White,1,Dusty Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,Rib-knit jumper in soft chenille yarn. Long sleeves with ribbed cuffs and ribbing around the neckline and hem.
637073001,637073,Star,265,Dress,Garment Full body,1010021,Lace,73,Dark Blue,4,Dark,2,Blue,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Short, V-neck lace dress with an opening and button at the back of the neck and 3/4-length sleeves. Gathers in the side seams for best fit over the tummy. Jersey lining."
637262001,637262,Simon,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Bell-shaped, knee-length skirt in woven fabric with a high waist and buttons down the front. Elastication at the back of the waist, and side pockets. Unlined."
637262001,637262,Simon,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Bell-shaped, knee-length skirt in woven fabric with a high waist and buttons down the front. Elastication at the back of the waist, and side pockets. Unlined."
637283006,637283,Teddy dress,265,Dress,Garment Full body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in woven fabric with a collar, V-neck, concealed buttons down the front and 3/4-length sleeves with pleats and buttons at the cuffs. Seam and a detachable D-ring belt at the waist. Unlined."
637346003,637346,R-neck Brian,252,Sweater,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,Long-sleeved jumper in fine-knit premium cotton with ribbing around the neckline.
638114001,638114,Randall,274,Shorts,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Knee-length shorts in sturdy twill with a zip fly and concealed hook-and-eye fastener, side pockets and welt back pockets."
638114001,638114,Randall,274,Shorts,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Knee-length shorts in sturdy twill with a zip fly and concealed hook-and-eye fastener, side pockets and welt back pockets."
638114001,638114,Randall,274,Shorts,Garment Lower body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Knee-length shorts in sturdy twill with a zip fly and concealed hook-and-eye fastener, side pockets and welt back pockets."
638114002,638114,Randall,274,Shorts,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5658,Shorts,F,Menswear,3,Menswear,21,Contemporary Casual,1025,Shorts,"Knee-length shorts in sturdy twill with a zip fly and concealed hook-and-eye fastener, side pockets and welt back pockets."
638154002,638154,ingela breif,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,7,Medium,18,Red,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Shaping briefs in microfibre with a sculpting effect on the waist, seat and hips. High waist with laser-cut edges, wide lace at the sides and a lined gusset."
638228002,638228,Mallan skirt,275,Skirt,Garment Lower body,1010007,Embroidery,10,White,3,Light,9,White,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short skirt in a cotton weave with an elasticated waist, embroidered pattern and scalloped hem with broderie anglaise. Lined."
638228002,638228,Mallan skirt,275,Skirt,Garment Lower body,1010007,Embroidery,10,White,3,Light,9,White,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short skirt in a cotton weave with an elasticated waist, embroidered pattern and scalloped hem with broderie anglaise. Lined."
638731002,638731,Drake superskinny trs,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5679,Denim wardrobe H&M man inactive from S.6,F,Menswear,3,Menswear,30,Men Other 2,1001,Unknown,"Suit trousers in a stretch weave with a concealed hook-and-eye fastener and zip fly with a button. Diagonal side pockets, jetted back pockets with a button, and legs with creases. Super skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
638939001,638939,Britta 2 p Shorts (J),296,Pyjama bottom,Nightwear,1010016,Solid,9,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short shorts in soft jersey with a lace section at the sides and an elasticated, scallop-trimmed waist."
639677008,639677,Portofino ISW 28,259,Shirt,Garment Upper body,1010010,Melange,71,Light Blue,1,Dusty Light,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Shirt in a cotton weave with a collar, buttons down the front and yoke with a pleat at the back. Long sleeves with buttoned cuffs and a rounded hem. Slightly longer at the back."
640021005,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,72,Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640021011,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640021011,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640021012,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640021012,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640021019,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640021019,640021,Perrie Trash HW Denim TRS,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"5-pocket, ankle-length jeans in washed denim with hard-worn details. Extra-high waist, a button fly and gently tapered legs with raw-edge hems."
640174001,640174,Lola Lace-Up,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft rib knit with a deep V-neck with lacing at the front. Low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
640174001,640174,Lola Lace-Up,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft rib knit with a deep V-neck with lacing at the front. Low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
640174004,640174,Lola Lace-Up,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a soft rib knit with a deep V-neck with lacing at the front. Low dropped shoulders, long sleeves and ribbing at the cuffs and hem."
640176008,640176,Isa Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Long cardigan in a soft knit with dropped shoulders, long sleeves and ribbing around the opening, cuffs and hem."
640176008,640176,Isa Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Long cardigan in a soft knit with dropped shoulders, long sleeves and ribbing around the opening, cuffs and hem."
640176009,640176,Isa Cardigan,245,Cardigan,Garment Upper body,1010010,Melange,22,Yellow,7,Medium,8,Yellow,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Long cardigan in a soft knit with dropped shoulders, long sleeves and ribbing around the opening, cuffs and hem."
640244003,640244,CORY CORD SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short 5-pocket skirt in cotton corduroy with a zip fly and button.
640251009,640251,Granda tank,253,Vest top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,Short soft jersey crêpe top in a narrow cut at the top with an opening and button at the back of the neck and scalloped edges around the armholes.
640314002,640314,Glam Body,256,Bodysuit,Garment Upper body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Body in soft jersey with a V-neck, long sleeves and concealed press-studs at the crotch."
640373001,640373,DIV Farah flared denim,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"High-waisted jeans in washed stretch denim with hard-worn details, a zip fly and button, front and back pockets and flared legs."
640373001,640373,DIV Farah flared denim,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"High-waisted jeans in washed stretch denim with hard-worn details, a zip fly and button, front and back pockets and flared legs."
640542002,640542,+ Coco Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist and draping at the front.
640542002,640542,+ Coco Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist and draping at the front.
640735003,640735,BOBBY SKIRT,275,Skirt,Garment Lower body,1010015,Sequin,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skirt in patterned jersey containing glittery threads with concealed elastication at the waist. Unlined.
642437010,642437,Fancy Pants (1),272,Trousers,Garment Lower body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1649,Trousers DS,D,Divided,2,Divided,58,Divided Selected,1009,Trousers,"Ankle-length jersey trousers with an elasticated waist, side pockets and gently tapered legs with sewn-in turn-ups at the hems."
642910009,642910,Henrik c-neck,252,Sweater,Garment Upper body,1010018,Treatment,22,Yellow,7,Medium,8,Yellow,7952,Jersey License,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Top in sweatshirt fabric in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
642910009,642910,Henrik c-neck,252,Sweater,Garment Upper body,1010018,Treatment,22,Yellow,7,Medium,8,Yellow,7952,Jersey License,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Top in sweatshirt fabric in a relaxed fit with dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
643134001,643134,SKIRT EMI HEART,275,Skirt,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,7917,Kids Girl Denim,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1016,Trousers Denim,"Skirt in washed stretch denim with an adjustable, elasticated waist, zip fly and button, heart-shaped front pockets and regular back pockets."
643215002,643215,Bertil fancy cardigan,245,Cardigan,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,6546,Baby Boy Knitwear,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1003,Knitwear,"Cardigan in a textured cotton knit with a V-neck, buttons down the front and fake front pockets, Ribbing around the neckline, cuffs and hem."
643361001,643361,Andy check skinny blz,264,Blazer,Garment Upper body,1010004,Check,9,Black,4,Dark,5,Black,5131,Blazer,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Single-breasted jacket in a stretch weave with narrow notch lapels and a decorative buttonhole. Open chest pocket, flap front pockets and three inner pockets, one with a button. One button at the front, decorative buttons at the cuffs and a single back vent. Lined. Skinny fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette."
643588007,643588,Polly shopper,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Shopper with two handles and a tie fastening with metal pendants. Unlined. Size 12x32x33 cm.
643833003,643833,Liquorice flipflop,88,Flip flop,Shoes,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Flip-flops with rubber straps and fluted rubber soles.
643985001,643985,Jolien strap tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Top in satin with lace details, a V-neck and narrow shoulder straps."
643985001,643985,Jolien strap tank,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Top in satin with lace details, a V-neck and narrow shoulder straps."
644007001,644007,Weiwei jogger,272,Trousers,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,6565,Baby Boy Woven,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1006,Woven/Jersey/Knitted mix Baby,"Joggers in lightweight cotton twill with elastication and a decorative button at the waist, fake front pockets, a fake welt pocket at the back, and ribbed hems."
644073001,644073,Lucy blouse update,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a scalloped edge and crocheted lace trim around the neckline, and an opening with a button at the back of the neck. Inset, crocheted lace trims at the front, long sleeves with elasticated cuffs, a seam at the waist and a flounced hem."
644073002,644073,Lucy blouse update,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Blouse in a crinkled viscose weave with a scalloped edge and crocheted lace trim around the neckline, and an opening with a button at the back of the neck. Inset, crocheted lace trims at the front, long sleeves with elasticated cuffs, a seam at the waist and a flounced hem."
644522002,644522,Chane,89,Other shoe,Shoes,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots with peep toes and visible seams. Fabric linings, imitation leather insoles and rubber soles. Heel 9 cm."
644539003,644539,Speed Laleh Hoop (1),70,Earring,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hoop earrings in different designs. One metal pair and one pair in plastic and metal. Diameter approx. 3 cm.
644763001,644763,Eden cut padding,306,Bra,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bra with underwired, moulded, lightly padded cups that shape the bust and provide good support. Decorative straps at the front, narrow, adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
644763002,644763,Eden cut padding,306,Bra,Underwear,1010021,Lace,53,Dark Pink,7,Medium,6,Lilac Purple,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bra with underwired, moulded, lightly padded cups that shape the bust and provide good support. Decorative straps at the front, narrow, adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
645638002,645638,Pipi Chunky Neck,252,Sweater,Garment Upper body,1010016,Solid,51,Light Pink,7,Medium,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,Polo-neck jumper in a textured knit with ribbing at the cuffs and hem.
646676002,646676,Campari,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long dress in woven fabric with a V-neck, wrapover front, wide tie at the waist and short, double-layered sleeves. Unlined."
646676002,646676,Campari,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long dress in woven fabric with a V-neck, wrapover front, wide tie at the waist and short, double-layered sleeves. Unlined."
646676005,646676,Campari,265,Dress,Garment Full body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long dress in woven fabric with a V-neck, wrapover front, wide tie at the waist and short, double-layered sleeves. Unlined."
646960001,646960,Dolly Dress,265,Dress,Garment Full body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Sleeveless, calf-length dress in sturdy satin with adjustable spaghetti straps and a V-neck. Concealed zip and hook-and-eye fastener in one side, a seam at the waist and a bell-shaped skirt. Lined."
647334001,647334,Maltese throw on (twiggy),245,Cardigan,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Knee-length cardigan in a soft, fine knit with dropped shoulders and front pockets. Straight hem with slits in the sides, and ribbing at the cuffs and hem. No buttons."
647416001,647416,Rosie,253,Vest top,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Wide, sleeveless blouse in woven fabric with a V-neck with a pleat centre front. Rounded hem, longer at the back."
647781005,647781,PAUL R-NECK MERINO,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in a soft, fine-knit merino wool blend with long sleeves and ribbing at the cuffs and hem."
647946004,647946,Bonnie strappy heel,90,Pumps,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Imitation leather sandals with narrow straps and an adjustable ankle strap with a metal buckle. Imitation suede insoles and rubber soles. Heel 8.5 cm.
648414019,648414,Yate hood,308,Hoodie,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Top in sturdy, printed sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
648414022,648414,Yate hood,308,Hoodie,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Top in sturdy, printed sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
648414023,648414,Yate hood,308,Hoodie,Garment Upper body,1010008,Front print,93,Dark Green,4,Dark,19,Green,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Top in sturdy, printed sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
648627007,648627,RONDA LACE,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Ribbed vest top in soft, organic cotton jersey with a lace trim around the neckline and armholes and an overlocked hem."
648703001,648703,Pip,252,Sweater,Garment Upper body,1010008,Front print,22,Yellow,7,Medium,8,Yellow,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Long-sleeved top in sweatshirt fabric with a print motif. Ribbing around the neckline, cuffs and hem. Brushed inside."
648750001,648750,Velour jumpsuit,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Long-sleeved jumpsuit in velour with a jersey-lined, drawstring hood, zip down the front and front pockets. Wide, elasticated seam at the waist and jersey ribbing at the cuffs and hems."
649018001,649018,Daisy Fancy Sandal,91,Sandals,Shoes,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Sandals in imitation suede decorated with tassels. Ankle strap with an adjustable metal fastener and rubber soles.
649046002,649046,Christina boot(1),87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Boots in imitation leather with lacing at the front and a loop at the back. Fabric linings and insoles and chunky rubber soles. Platform front 2 cm, heel 4.5 cm."
649437009,649437,Olga LL PJ (J),297,Pyjama set,Nightwear,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in a soft cotton blend. Long-sleeved top in printed sweatshirt fabric in a longer style with ribbing around the neckline, cuffs and hem. Leggings in soft, patterned jersey with an elasticated waist and ribbed hems."
649437010,649437,Olga LL PJ (J),297,Pyjama set,Nightwear,1010008,Front print,6,Light Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in a soft cotton blend. Long-sleeved top in printed sweatshirt fabric in a longer style with ribbing around the neckline, cuffs and hem. Leggings in soft, patterned jersey with an elasticated waist and ribbed hems."
649603001,649603,Original Straight 39.99,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"Loose-fitting, 5-pocket jeans in washed denim with hard-worn details, a high waist, low crotch, zip fly and button, and straight legs."
649662002,649662,Wilder West Swimsuit Speed,57,Swimsuit,Swimwear,1010016,Solid,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with narrow, adjustable shoulder straps and decorative lacing with shimmering metallic plastic beads at the sides."
649662002,649662,Wilder West Swimsuit Speed,57,Swimsuit,Swimwear,1010016,Solid,43,Dark Red,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with narrow, adjustable shoulder straps and decorative lacing with shimmering metallic plastic beads at the sides."
649664002,649664,Denny Biker RW,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"5-pocket trousers in washed stretch twill with a regular waist, zip fly and button, and slim legs with decorative zips at the top and decorative seams."
650543001,650543,Delta skinny trouser,272,Trousers,Garment Lower body,1010026,Other structure,9,Black,4,Dark,5,Black,5631,Trouser,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Suit trousers in a stretch weave containing some wool with an extended waistband with a concealed hook-and-eye fastener, and zip fly and button. Diagonal side pockets, welt back pockets and legs with creases. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
650678005,650678,IDA SET DEAL,270,Garment Set,Garment Full body,1010014,Placement print,51,Light Pink,1,Dusty Light,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Top and leggings with a motif. Longer top in soft sweatshirt fabric with a motif and long raglan sleeves. Leggings in cotton jersey with an elasticated waist and print motif.
651222002,651222,Bo Puff Sleeve,252,Sweater,Garment Upper body,1010011,Metallic,52,Pink,2,Medium Dusty,4,Pink,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Round-neck jumper in a sturdy, fine knit with long puff sleeves and ribbing around the neckline, cuffs and hem."
651242003,651242,PRICE IS RIGHT SHORTS ISW 19,274,Shorts,Garment Lower body,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Short shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and slits in the sides."
651242003,651242,PRICE IS RIGHT SHORTS ISW 19,274,Shorts,Garment Lower body,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Short shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and slits in the sides."
651273003,651273,PINE JERSEY BLOUSE,252,Sweater,Garment Upper body,1010017,Stripe,10,White,1,Dusty Light,9,White,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Long-sleeved blouse in soft slub cotton jersey with a V-neck, decorative gathers at the shoulders and a yoke at the back."
651273004,651273,PINE JERSEY BLOUSE,252,Sweater,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Long-sleeved blouse in soft slub cotton jersey with a V-neck, decorative gathers at the shoulders and a yoke at the back."
